text,label
pesan resmi dari pt.tri care indonesia selamat simcard anda mendapatkan hadiah senilai 100 juta jatuh ke pemenang lv kode pin ijh76k79 silahkan cek di,penipuan
3 ramadhan selamat anda pemenang rp.100jt. pin code 7y7r8k9z info,penipuan
"nama1 saya ke kosan yah, mau nanya2 jg soal laporan.. boleh ga?",normal
kumpul dulu aja di lab basdat biar bareng2,normal
"gratis internetan hg 100 mb, nelpon 100 menit 100 sms ke sesama indosat dg isiulang mulai 10rb.utk daftar ketik gratis kirim ke 123 gratis lalu isi ulang",penipuan
"info gempa mag 5.3 sr, 21 jun 16 21 10 23 wib, lok 2.21 ls,99.33 bt 98 km tenggara kep mentawai sumbar , kedlmn 34 km bmkg",normal
anyonghaseyo! ngaku kpopers sejati?? ayo lengkapi koleksi video kpopmu di skrg harga video lebih murah loh! info 123 2200,penipuan
iya ih ko sedih sih gtau kapan lg ke bandung,normal
pada ngampus jamber gais?,normal
hi trims kmu udh gabung layanan bung gita bicara bola!dpt info menarik n prediksi akurat dr bung gita! 3info mg 2rb sms.stop unreg gita ke 3450.cs 0215649770,penipuan
"gais kata aku kita ngantor tgl 4 sekalian bawa form penilaian, daftar hadir, form bimbingan. sekalulian foto.",normal
"naik lebih sering, hemat lebih banyak bersama grab! cukup lakukan 1 perjalanan biasa dengan grabcar atau grabtaxi dan kamu akan otomatis mendapatkan diskon di perjalanan berikutnya! nikmati diskon bertahap hinga 35ribu trip, ayo coba dan buktikan!",promo
"pelanggan yth,saya mba muliani operator tri. telah menghubungi anda tapi tidak tersambung jadi informasi ini saya sampaikan lewat sms sebelum hadiahnya jatuh tempo. selamat nomor tri anda menang undian dr pesta isi ulang pulsa,pin pemenang 25b17h segera hubungi kantor tri jakarta. tlp 08966060887 info klik",penipuan
"pesan resmi dri tri care,selamat anda m dptkan hadiah cek tunai sebesar rp.45jt no pin undian 94ad653, u info kunjungi",penipuan
"saya beri opsi untuk nabung nilai, jadi kontraknya semester depan dan nilai dimasukkan ke semester tsb.",normal
da sebenernya makan sama indomie ge cukup aku mah,normal
info bagi teman2 yg mengumpulkan data asisten lab matakuliah bukti berupa surat keterangannya sudah bisa diambil ke pak andri,normal
"maaf cuma ingatkan soal kontrakan kalau mau diteruskan bayar, harap ke bpk chandra, no 08237491077, soalnya sys dh kuasakan sepenuhnya. maaf cuma sms",penipuan
iyaa ayyuukk biar kamu bisa reunian dg org sana fir,normal
"dari pt gagas, pt ixindo, pt bima data pratama, sma sukarnohatta, sma purwakarta, smk pgi, sma swamedia kang",normal
"oh saya udh berangkat kayanya, ga ada koneksi..",normal
plg yth no. anda terpilih menang cek rp.100jt dr pt.telkomsel hut telkomsel ke 17 thn 2012 hub call center 0853133113,penipuan
aku ga ke upi sepertinya,normal
"plgn yth,tri dan mnctv sudah mengumumkan nomor anda pada tgl 03 maret 2015 pagi tapi tdk tersambung jadi saya desi hermawati costumer servis tri di plaza semanggi lt1 jl,jend sudirman kav50 jkt pst mengirimkan sms penting sebelum jatuh tempo bahwa nomor simcard tri anda menang undian pesta internet tri hadiah ke2 toyota new yaris,pin anda 2d7id99.info resmi klik",penipuan
jumlah poin anda s.d tgl 16 08 16 18 poin. anda termasuk dalam kategori red. masa berlaku poin s.d 31 des 2016,normal
dapatkan disc.30 utk dominos pan pizza!roti yg lebih tebal dgn keju terasa sampai pinggir!mulai rp45500.kunjungi toko terdekat telf 1500366 klik panpizza.co.id,promo
anda akan berhenti berlangganan paket flash. ketik flash spasi ya jika setuju. tunggu sms konfirmasi penonaktifan paket anda,promo
"selisihnya brp? sesuai janji saya sbelumhya, bagi yg nilainya diperbatasan saya akan cek kehadiran. tapi kalau jauh ya gak bisa nanti gak ada habisnya turun terus.",normal
nama1 .. saya masih di perjalanan.. besok aja habis jumatan ketemu di kanto.. web service nya juga sudah bisa di akses,normal
pesan resmi selamat no simcard anda m dptkan hadiah cek rp.100juta dr tri care pin 7y7r8k9z info kelik,penipuan
"pas dia ngomong gtu km langsung diem ya nuy, kikuk gtu pasti diomongin kek gtu",normal
mau yang apa? sunday atau apa? terus rasa slainya apa?,normal
"nama1 titip pesan, jumat pagi kita kumpul trus bapa minta tolong ke kita buat bareng2 bujuk nama1 kuliah lagi",normal
"yoo sama2, oke nanti aku umumin di grup kelas",normal
pesta m tronik anda sebagai pelanggan setia m tronik terpilih sbgi pemenang ke 2 pin pemenang 25e477r u info klik,penipuan
yah saya dikostan temen dil. hihi,normal
bebas pulsa! ambil bonusmu di 600 gratis . dptkan gratis nelpon atau internetas atau promo lainnya sesuai hobimu!,promo
info resmi pt.tri care pin pemenang 8jf2177 simcard anda resmi mendapatkan hadiah 1 unit toyota yaris dari no 08968594,penipuan
hub kita lg kalo udah dkt wktnya.,normal
slmt no anda resmi m dpt hdiah rp100jt dri pt mkios pmenang ke2 pin anda m2577 u info hub.pak.h risal dermawan 0822 9399 7119 mkios,penipuan
ada internet min alamatnya dmn?,normal
mul snack satu lagi teteh kasih rafael ya,normal
info resmi pt.indofood slmt no.anda t.dftar pmnang ke2.pop mie 2013 meraih hadiah 1 unit nissan juke dgn pin 12xb9v2 u info kunjungi,penipuan
"dapatkan voucher cipika rp 100rb utk belanja kuliner, gadget, fashion, dll. tkn 123 45 pilih cipika, gratis terbatas. info",promo
"tolong belikan dulu mama pulsa 25rb di no as baru mama 085245318024 soalnya teman mama kecelakaan, skrg kluarganya hrus dihubungi, nti mama ganti uangnya,penting",penipuan
"maaf saya bu nur, tanah yang di tanjung api api saya sudah lihat dan sudah cocok, untuk masalah harga tolong hubungi suami saya aja, pak h.sulaiman di no hp. 08xx, karena kebetulan saya ada acara.tks",penipuan
"maaf, pulsa anda tidak cukup untuk melakukan pembelian paket flash yang dipilih. silahkan isi ulang pulsa anda.",normal
"udah di benerin, kamu jangan sync dulu. backup filenya baru sync terus push dengan file kamu.",normal
"baik pak, bsk sekalian kami bawa form penilaian ya pak, dan berkas lainnya.",normal
"rumah aku gais, lewat pager garasi, karna pager orangnya ditutupi rumput liar hehehehe",normal
"saya buat banyak seri untuk pg, oleh karena itu jangan terlalu berharap bisa lihat punya teman mungkin ini penyebab nilai pg jeblok kemarin? , waktunya akan terbatas dan ruangannya kita pake yg besar.",normal
"artha cell diskon brg elektronik bb dakota 3 juta bb onyx3 2,8 jt camera dll hub sms ke 08533587577 pin bb 28bddf4d",penipuan
"krim ke bni aja a n ayu suryani no rek 0215891174, klo sudah dikirim kabarin ya!",penipuan
selamat!anda mndptkan hadiah cektunai rp. 15jt dari indosat pin_277fg49 u info pengambilan hadiah.kunjungi website indosat,penipuan
selamat anda mendapatkan voucher lazada rp100rb. masukkan kode voucher tst88 saat transaksi di mau voucher lain? hub 99 1,promo
"big sale 50 sinar blackberry z10 rp.3,8jt dakota rp 2,8jt tourch rp 2jt davis rp950 rb infohub sms 08966405477 297ccfa7",penipuan
selamat anda mendapatkan voucher zalora rp100rb. masukkan kode voucher tsu59 saat transaksi di mau voucher lain? hub 99 1,promo
aduh aku ge ini pusing yg mau lamaran siapa yg nyari2 kebutuhan siapa,normal
"yahh masih lama ya, urgent ini wkwk",normal
sundae min sirup kiwi pake cochochips,normal
"aktifkan iring coboy jr terhebat. tekan 808 7 . info 100 11 ada hits terbaru dari noah jika engkau. aktifkan iring nya di hp kamu. ketik mg noah02 kirim ke 808 info 100 11 berkah iring rp 100 dr yuni shara akhirnya. aktifkan iring nya, tkn 808 1 2 3 lalu ok call. raih thr puluhanjt!. berhenti unreg ke 808",promo
"paket bronet 2gb 60hr 24jam sudah aktif. nikmati internet 2gb berlaku hingga jam 23.59 aktif s.d 27 10 2016. promo axis lainnya, telp 123 . info838",promo
"kalo pacaran jg harus cowonya yg lebih sayang guys, biar ga ngebatin",normal
"tapi masukin aja dulu, soalnya aku data pasien dari sana.",normal
dilantai 2 ya tepat diruang skripsi,normal
"dana tunai kta bunga 0,99 hingga 300 jt. syarat ktp cc. bisa dgn bpkb rate 0.99 3 hari cair . hub ayu 081584650877 wa .mhn maaf bila menggangu",penipuan
nikmati disc.40 utk dominos pizza premium big party weekend.harga mulai rp.48rb.berlaku dine in take away s d 8 may 16.kunjungi store terdekat hubungi 1500366,promo
layanan vip games rp3300 sms 4x mgg sdh diperpanjang.nikmati layanan disini stop? 123 66 . cs 02152971540,penipuan
oh pantesan tau gitu lgsg foto dipusatnya aja put,normal
gebyar telkomselpoin 2013 no anda trpilih pemenang ke 4 pin 277fg49 silahkan verifikasi pin anda disitus resmi,penipuan
"selamatkan diri kalian guys, karna nikah bareng hanyalah kebaperan sesaat naonaridyah",normal
gajadi gadiabsen yg telatnya lebib dr 15 menit da kayanya,normal
maaf kami sudah menghubungi tapi tidak tersambung no anda meraih hadiah ke 2 dr. pt.mkios pin anda m248k81 cek pin anda di.,penipuan
"manfaatkan fasilitas pinjaman tanpa jaminan, syarat f.copy ktp, kartu kredit, proses 3 hari kerja, info, hub rasti 021 91998977",penipuan
"di transfer saja uang nya ke rekening bni ini, a n. ismawati. rek 0248147033. sms saja klo sdh kirim.",penipuan
pulang nya jam 8 kecewa,normal
"pesanan 342877938 mohon transfer rp.59,755 ke bni account sebelum 24 jun, 2016. mohon periksa email anda untuk info lebih lanjut.",normal
"pt. indofood tbk menyampaikan bahwa anda terpilih pemenang hadiah ke 3 dari promo popmie dengan pin 2aiu87e, utk info klik",penipuan
maaf anda tidak bisa mengaktifkan paket flash ini karena nomor anda tidak terdaftar,normal
temen yg lain bisa juga ya di undang ke grup ini,normal
"penawaran terbatas software sms gateway utk iklan sms, pilkada, sekolah, instansi, kampus dll. harga promo rp. 100.00 hub jasa advertising corp 08572708813 24jam.",penipuan
sim card anda m dptkan hadiah 1 yunit mobil toyota yaris no.pin pemenang anda 8jf2177 u info,penipuan
"mau ekstra telpon, sms, internetan s k berlaku ? ikuti surveu singkat tentang aplikasi musik s d 3 september. klik",promo
okee kalau telor butuhnya segimana?,normal
"big sale !! discound 40 z10 4,4jt iphone 5 32gb 3,7jt s.note 2 3,8jt camera, laptop dll pin bb 28ab8391 call sms 0897 9844 77 kunjungi",penipuan
tp belum pasti ya. kalau ada temen mah mau. soalnya ga ada halangan untuk hdr kyknya hihi,normal
lingkungan kerjanya berasap. kalo gak ngerokok ya pada nge vape gitu coba. kan cowok semua banyaknya,normal
"promo cuci gudang blackberry, samsung, apple, dan laptop beli 2 dpt 3 info call 082193609797, pin bb 27514362 fb caturgadget ymail.com",penipuan
"ya allah, semoga yg mempunyai hp ini keluarganya selalu dalam kasih sayang mu, diberkahi rejekinya dijauhkan dari mara bahaya , jawab amin jika anda berkenan",penipuan
bntr lagi pulang,normal
"gt shop disc.41 bb z10 3jt bb torch 2jt bb davis 1jt minat? galaxy s4 3,5jt cp.08994352577 pin.25a1785b gili sms versi demo. http ww yusiwa.com",penipuan
bntr lg kan mau sholat mel. nanti keluar upinet kasih tau ya. males balik,normal
"terima kasih telah menjadi sahabat indosatooredoo, dapatkan video game seru gratis telp di 323 2",promo
nikmati indosat super 3g utk internetan ckp 10rb minggu dpt kuota 225mb 50mb bonus 175mb jam 00 06 kecepatan hgg3.6mbps.tekan 123 4 1 1 syarat berlaku hub 100,promo
info resmi selamat!! no simcard anda men_dptkn uang tunai rp 45jt. dr pt.indosat pin tbl48vg info hub 08569496118 a u klik,penipuan
oiya ya nama1 ih knapa bsa begitu?sayang bgt tabungannya,normal
"selamatkan diri kalian guys, karna lulus bareng hanyalah kata hiburan semata",normal
"mau download file besar tanpa putus? bisa! tinggal 3 hari, gatis mifi modem 4g spesial untukmu bawa sms ini ke galeri sf isi pulsa 100rb disana s d 13 jan dl 408",promo
22nya mad. aku bingung bkn laporannya,normal
sebelumnya ga ad nulis kerudung. kirain warna jins,normal
"toko niaga cell disc 45 khusus promo blackberry nokia samsung iphone dll, info hub sms ke 082 33 783 buka website kami",penipuan
"dapatkan segera tiket murah promo ditravel kmi,untuk penerbangan domestik internasional online booking 24 jam anda berminat hub 085318303276",penipuan
"casino online terbesar, , daftarkan diri raih bonus referral bonus cashback sportsbook 0.25 setiap minggu. mainkan di smartphone dan pc anda",penipuan
dapatkan gratis wendy s crispy chicken sandwich dengan minimal pembelian rp.100.00. tukarkan sms ini di wendy s terdekat! persediaan terbatas. promo 606,promo
januari pokoknya mau sama sapapun kemanapun harus liburan fix aamiin,normal
nomor otp anda adalah 8874 telkomsel,normal
"saya menyimpulkan, kita debat diantara karena kita yg cupu ilmu nya, atau kemungkinan pertanggungjawaban pasca penelitian yg moal kepegang. atau rasa sayang ortu di kampus yg pengen kita lulus cepat",normal
"urang mah kayanya dah jumatan, tapi jam 2an. mau ke pa lala dulu bentar.",normal
bonus pulsa 10rb! ayo isi pulsa min. 5rb dapetkan bonus pulsa 10rb utk nelp ke nmr tri! hanya hari ini saja! ayo buruan isi pulsa! t530,promo
"sy dr.rimbawan dirmawa ipb yth,jajang roni aunul kholik nim e14090090 di minta hbngi skrng prof.dr.ir.yonny koesmaryono,ms.0819882923.di tunjuk hadir seminar pengembangan karakter mahasiswa dari dikti tgl 14 15 april di htl nusa dua bali,trims.",penipuan
spesial untuk anda! paket internet hemat kuota berlimpah. hanya rp35 ribu kuota 2.5 gb 30 hari. aktifkan sekarang juga di 550 905 . buruan..! skb,promo
"belum diuji, pa. insya allah siang hari ini mau ke kampus, dan mudah2an pa eka nya ada.",normal
"tolong uangnya dikirim aja kesini bank danamon a n farida hanum no rek. 0035 3918 4014 sms aja klo udah dikirim, trims",penipuan
"sy ajeng mendapat sms dari pt. 3care indonesia uang tunai rp. 100 juta di website tetapi dimintai membayar administrasi rp. 1,250 juta..sy juga di telpon pak bambang purwanto diberi nomer rekening tujuan pembayaran administrasi melalui bank bri a n pt. tri lestari bahkan dalam websitenya dicantumkan ktp marketing office pt. 3 care indonesia",penipuan
gais bsk kke kantor ya nyerahin laporan aku udh dpt ttd paedi. ini mau hard jilid. jgn lupa ya source sama laporan di cd,normal
udah top up coins di line utk beli sticker atau themes? beli skrg jg pake pulsa utk tambah koleksi mu! cek caranya di,promo
wah mantap ok btw nge cc perihal sponsor jg ya osnnya.. semoga yg terbaik utk kemakom,normal
"aku merasa geleh sendiiri ini lipstik aku merah sekali wkkw, mana dapet dikasih ini jg",normal
kartu sim anda telah berhasil diganti. terima kasih,normal
"aneka shop berbagi promo type blackberry dakota 2,4 jt, tourch 1,7 jt, onix.2 1,5 jt, gemini 800 rb, u pemesanan 0853255799 pin bb 2a96de82",penipuan
wid jgn plg sebelum ketemu aku. aku brgkt jam 5 hehe,normal
kirim ke bank bca no. rek 2731.7942.96 a n andrianto djunaedi usahakan hari ini trms,penipuan
pelanggan yth simcard anda m dptkan cek tuanai rp 27jt dari pt.tricare indonesia pin anda hdr7jn7 u cek pin kunjungi,penipuan
maaf kami sudah menghubungi tapi tidak tersambung selamat no.anda resmi meraih hadiah ke 3 dari pt.3care pin b8337h9 u info klik,penipuan
"selamat,kepada pelanggan 08157xx anda mendpt hadiah ke4 dalam program poin plus plus indosat no.pin 277fg49 info klik",penipuan
"diskon 50 utk kacamata lengkap bonus kacamata hitam, tunjukan sms ini di jl gatot soebroto 88 t.733812. s amp k berlaku.promo 606",promo
terus isi saldo tcashmu dan nikmati aneka promo di merchants partner tcash! cek promo terbaru tcash di tsel.me tappromo,promo
"bapak tukokno pulsa as ndisek 20ribu iki nmrku anyar 085316079211 cepet saiki tak enteni,penteng bpk ada msalah dikantor polisi,jangan dulu sms tlp",penipuan
belikan dulu mama pulsa simpati 20 ribu ini nomor barunya mama 081223052854. kalau bisa kirim sekarang secepatnya penting. ini hpnya orang mama pinjam,penipuan
pagi bu saya dengan nama1 dari bebek komar ..sangat bisa bu untuk pesanan besok bu..menu yang di pesan apa ya bu..diantar ke mana ya..nuhun,normal
"ayo kawal pemanfaatan subsidi bbm kompensasi bagi yang berhak! pengaduan, ketik bbm spasi isi pesan. kirim 1708",promo
"surat keputusan dari tri care indonesia no.xv 2016 pin_pemenang anda.hh25h77 mendapatkan hadiah 1 unit mobil honda jazz rs,u info klik",penipuan
trima ksh telah mjd pelanggan kami cnf aqua gnkan no 085729791456 untuk pemesanan air isi ulang dan agua asli n sed!a jga gas 3kg dan 12kg tlng sebarkan sms ini ke tmn2 kost n kampus jga ya jgn berhenti di km terima kas!h nb tlng save no pemesanan aqua b!la suatu saat membutuhkan mksh .gratis antar,penipuan
biasana sih pak nama1 sampe jam 12 kan di kampus?,normal
perusahaannya apa aja kalau boleh tau?,normal
assalamualaikum pak. ini dg nama1 ilkom 2012. maaf pak td saya ninggalin proposal di meja bapak di atas printer. terima kasih pak.,normal
anda brminat cash kredit mtor scond brg istmwa tipe merk apa sj.dsini mnyediakn 50 unit dr thn 2004 keatas hub 087739124242 085743146233 ms dediktp luar yk bs.,penipuan
pnjaman mudah tnpa jaminan. proses sangat cepat. syrt ft cpy ktp dan krtu kredit. bila berminat call ari di 021 32440198,penipuan
kita kmpul yu sblum puasa waktunya,normal
yang sinonim bukan?,normal
pesan resmi m kios sim card anda menang hadiah ke4 cek 100jt dari promo m kios pin m7h7r47 hub ir.h.surianto 0823 877 5019 klik,penipuan
domino s pan pizza!rotinya lebih tebal dgn keju terasa sampai pinggir! nikmati disc.30 dimulai rp45.500.kunjungi toko terdekat telf 1500366 klik panpizza.co.id,promo
"gratis nelpon kemana saja, ke semua operator! cukup beli internet harian 100mb seharga rp1500. balas sms ini dgn ketik js utk membeli. n092",promo
assalamu alaikum wr wb. berikut daftar penguji pla tahap 4,normal
usul anak sospol dan yg berminat turun deh. pelajari ttg ini,normal
nama1 bisa pakai flash buat animasi ga?? atau pakai movie maker??,normal
"promo beli paket flash mulai 1gb di my telkomsel app dpt extra kuota 2gb 4g lte dan extra nelpon hingga 100mnt 1hr. buruan, cek di tsel.me mytsel1 s k",promo
teh maaf kalau teteh sibuk gpp nanti bayar besok aja pas pengiriman,normal
minta email github nya dong.,normal
surat keputusan pt.tri.3 simcard anda resmi m dptakan hadiah honda jazz rs pin undian 477bfg7s. info hub 089667794299 klik,penipuan
nomor anda telah diisi dengan nomor sn 6081606122581198060.,promo
nama table table pasien_irj dan gnti data_pasien. lupa,normal
ini nomor rekeningnya 5829 01 012786 534. bri a n andika septiana.,penipuan
"guys, aku ganti template nya.",normal
mainkan terus gamesmu beli sebanyak2nya apps in apps di google play store,promo
tingkatkan nilai isi ulang anda selanjutnya minimal rp10ribu untuk bisa mendapatkan paket murah pas di 100 99 . info 188.,promo
pelanggan yth..m kios cell menawarkan pendaftaran cip m kios token pln harga pulsa v5 rp.4300 v10 8300 utk bergabung ketik info kirim ke 089652018503,penipuan
nikmati extra 2gb 4g lte extra kuota hingga 1gb midnight dg beli pkt flash 1gb 30hr mulai rp 43rb di 363 49 cek tarif di tsel.me fl skb,promo
setting ponsel akan segera dikirimkan. masukkan pin 11 jika diminta. terimakasih,normal
anda akan mengaktifkan paket bbm gratis berlaku 30 hari dari pertama kali aktivasi. ketik flash spasi ya untuk melanjutkan,promo
yuks internetan seru seruan dg flash volume ultima kuota 1.8gb 30hr mulai dari rp60rb sesuai zona lokasi. hub 363 145 . info tarif lokasi lihat di tsel.me fl,promo
"slmt_no. anda mndptkn hadiah grand prize uang rp.100jt,dr telkomsel poin no.pin 25g47jk hub call center 0812330388 pengirim t sel",penipuan
gak takut kok. tp emang blm mau. gatau sampe kapan kwkw,normal
paspor di perpanjang bayar nya brp nuy?,normal
"quota 1,5 gb harga hanya mulai 32,5 ribu, beli paketnya di 100 1 puas internetan selama 30 hari",promo
migrasikan kartu anda ke kartuhalo nomor tetap sama . dapatkan paket spesial 4gb hanya 25rb bulan. kunjungi grapari tunjukan sms ini. promo terbatas .skb,promo
ka aku ga bisa liat kosannya skrg soalnya ngerjain uts take home ka,normal
waah keren kang,normal
"insyaaallah ikhlas mel, asa udah di bahas digrup kan, trs yg responnya gt",normal
ini rekeningnya mandiri 900 00 1037951 0 a.n reza prasetya,penipuan
"mau jajan? gak usah kemana mana sob, jajan online aja, terutama buat kamu yang suka nge games, cek",promo
eta mah data dokter keseluruhan. maksud urg teh kan si pasien teh aya meren di pariksa ku dokter saha.,normal
"info pt.m kios hsil pengundian berkat isi pulsa, selamat no.hp 0852952xx m dpt hadiah pin pemenang anda 94ad653 info klik",penipuan
"hallo bro, beli koin games pakai pulsamu yuk, mudah banget loh sob, cek",promo
"smlt_anda m ndpt hadiah toyota all new avanza, dr telkomselpoin, pin pemenang anda b89c7h9. u info lebih lengkap kunjungi",penipuan
hari senin saatnya nonton hemat hanya 25ribu di cinema xxi dgn tcash tap! dptkan stiker tcash tap di grapari terdekat. info tsel.me tappromo,promo
maaf kami sdah menghubungi tpi tdak tersambung no.anda resmi meraih hadiah ke 2 dari pt.m kios pin m248k81 u info hadiah klik,penipuan
paket tsel flash akan berakhir tgl 07 08 2016. akan diperpanjang dg 10 mb utk 1 hari dengan harga 2500 dpt berubah sesuai lokasi anda . pastikan pulsa anda mencukupi. utk berhenti berlangganan ketik flash off ke 3636. info detail tariff lihat di tsel.me internet,promo
"berkat isi ulang pulsa no anda t,pilih sbg pemenang cek tunai rp.75jt dri pt.m kios pin 5n939f7 u info klik",penipuan
nama1 cara bikin makalah yang daftar isinya langsung jadi gmana?,normal
dukung rehabilitasi pengembangan potensi anak berkebutuhan khusus di ypac jakarta. mari berbagi melalui sms donasi dengan mengetik 123 65,promo
beli es kelapa depan d besto teh,normal
bebas ekspresikan dirimu bersama paket freedom combo dari indosat ooredoo. segera hub 123 atau,promo
mohon maaf pak semalam saya sudah konfirmasi tidak ikut remedial. tapi di nilainya kenapa ikut remedial,normal
"maaf soal angsuran bulan ini pembayaran harus melalui ke bpk.yogi, hp 08562115779, soalnya sdh dikuasakan",penipuan
"kirim ke mandiri aja, a n arya. rek 131 00 7252 937. klo sudah kabarin ya!",penipuan
"boleh install sendiri, nanti juga saya bawa installernya.",normal
wow! diskon 50 utk pembelian paket flash 6gb bonus 60menit cuma rp60rb utk 30hr di 99 606 sekarang! tunggu apalagi buruan! s k berlaku,promo
jadi kapan kita meet upnyaa nih temaan temaan?,normal
pelanggan yth. simcard anda sbg pemenang mendptkan hadiah mobil toyota all new yaris pin 8jf2177 dari program pesta akhir tahun 3 care untuk info lenkap klik,penipuan
"mudahnya kta baru untuk pinjaman s d 200 jt.. bunga 1,5 gratis asuransi.. copy ktp dan kartu kredit atau slip gaji hub mido 021 99399003",penipuan
"hbd nama1 , cepet sidang cepet wisuda yaa aamiin",normal
"silahkan klo pd mau besok gpp, saya nyusul aja paling laporan ke bapaknya. udh ngehubungin bapak jg.",normal
ada diruangan nya tadi,normal
slmt!!no anda mendpt hadiah rp.75jt.dari telkomselpoin diundi tadi mlm pukul.23 30.wib di rcti.info hub 0852177509 drs.h.srianto pengirim 77,penipuan
"lebih hemat langganan paket internet mingguan dgn kuota 250mb cuma rp 10,00. caranya gampang cukup ketik kuota spasi 10k ke 363.",promo
selamat nomor 3care anda terpilih mendptkan hadiah honda jazz rs dr program undian 3care pin 792rw1f7 info klik nih bank bri no rekening 313.0100.5936.535 atas nama bayu alamsyah,penipuan
slmt!! no anda m dpt mobil avanza dr kartu as. di undi td malam di metro tv pkl 23 00.info.kunjungi almt kami,penipuan
"di sini saja uangnya ditransfer ke rek bank xx 4413 0100 0226 xx a n xx, kalau sudah sms di no ini 085215113xx",penipuan
nama1 udah diperpus nama1.. yuk kesini tika tugu diperpus ya,normal
"maaf, pesan anda belum terkirim. silakan coba beberapa saat lagi. terimakasih",normal
mba mau kirim 300 ya,normal
haha ayook kita bully adi ndut sama sama,normal
aku jg di rumah lg ga ada apa2 gara2 kulkas rusak biasanya suka nyetok sayur,normal
"pas sma gak pernah, tp kuliah disini org tua aku udah 2x pulang kampung",normal
pakai xl tdk perlu repot setting bisa langsung internetan. yuk aktifkan paket internet di my.xl.co.id sekarang.,promo
soalnya yang aku udah ditambahin,normal
scroll up down olshop nama1,normal
"nasabah bank bri yth, selamat anda mndptkan cek tunai rp.27jt dari bank rakyat indonesia pin ijh76k79 u info klik dan kunjungi",penipuan
"nama1, ntar bilang aja ke kaka kamu, pas instal ulang gagal ngeformat c nya, ada error tpi semua data di c nya udah keformat. pas mau nyoba instal windows nya, muncul error yg sama, error code 0x80070057. kemungkinan ada yg rusak di harddisk nya.",normal
"bonus kuota 500mb 1hr ! cukup isi ulang min. 5,00 hari ini! ayo buruan isi pulsa sekarang juga. t514",promo
gunakan grab dan nikmati 75 diskon untuk 10x bagi pengguna baru. masukkan kode cobagrabcar sekarang juga dan ajak teman temanmu keliling bandung tanp,promo
"buy 2 get 3 tiket trans studio bandung,mulai 14 mei 14juni 2013.tunjukkan sms ke petugas di lokasi. info",promo
pt. garsindo cari agen jual pulsa m kios all operator transaksi 24 jam dgn harga v5 4500 v10 8500 v20 1800 u gabung kirim ke 085318655616,penipuan
"seru banget main 8 ball pool, pakai pulsa bisa banget loh bro untuk beli koin games lainnya, cek caranya di",promo
"yank tlong isi in aku pulsa 10rb, di no ini,082189983017 nanti aq yg tlpn yacc!",penipuan
soalnya ini fitutnya lebih lengkap.,normal
kalau agus atau sept blm bisa menjamin ada kalau sekarang ada yang kosong,normal
"minal aidzin walfaidin, mohon maaf lahir dan batin ya semua akang teteh.",normal
"promo lebaran.paket service motor olie hanya 35rb harga biasa rp42rb ada di genuine oil gop shop,info 08898007432berlaku 15jui 15aug2013.",penipuan
"info. dana tunai tanpa jaminan 20 250 juta, bunga 1,50 , syarat pemilik kartu kredit proses 3 hari kerja call. firli 021 93417219",penipuan
ini rekeningnya bank mandiri. no.rek 150 00 1002402 2.a n murtiani,penipuan
itu yang tugas pentaho langsung presentasi di pentaho nya ?,normal
"transfer ke mandiri aja, a n resti amanda norek 900770199",penipuan
"murah nuy 30seorang, drpd naik angkot bisa 15rebu, belum ngetem, macet, gt",normal
maaf kami sudah menghubungi tpi tdk tersmbung no.anda resmi meraih hadiah ke 2 dri pt.mkios pin m248k81 cek pin anda di,penipuan
"modal usaha solusi keuangan anda hanya copy ktp, kartu kredit, npwp, no rek pribdi bisa dapat 125 200 jt dr bank hub lia di 085710489257 082112755426 91066949",penipuan
"tadi udah bertemu beliau pa. kata beliau, pengujiannya bisanga besok pa.",normal
"yuk ikuti akun dakwah, caranya ketik ikut spasi akucintaislam kirim ke 08211001021.",penipuan
"nama1 aku lg ngerjain tes ngoding di upi net, kalo mo pake motornya boleh, tp motornya jauh bgt",normal
nikmati nelpon dan sms unlimited ke sesama indosat ooredoo internetan sepuasnya 3 hari dengan paket freedom mini. ketik 123 88,promo
"ass, sy randy. mengenai mobil yg sdh sy liat kondisi y , kebetulan kami berminat. mohon hub bapa sy utk dibicarakan hrg netnya dr.h.darmawan 0812xx",penipuan
"maaf tolong uangnya ditransfer saja ke bank xx an. xx no.rek 2952149xx, bila sudah ditransfer sms saja, terima kasih",penipuan
"tambahan thr dr mataharimall. kode thr6 utk diskon 6 elektronik, kode thr15 utk diskon 15 lifestyle, kode thr25 utk diskon 25 fashion.",promo
pesan resmi dari 3care bahwa saya mendapatkan undian ketiga uang tunai 100juta.,penipuan
padahal mau kesana tapi kyknya nama1 belum balik,normal
pak mau tanya kalau nilai remed lebih kecil itu diambil nilai nya yang remed atau tetap yang sebelum nya pak ?,normal
anda sedang menikmati paket reguler dgn sisa kuota 209715 kb.dapatkan beragam paket internet hemat tri di 123 3,promo
"kalo masih mau ke kep. seribu mending ikut yang ini nih, tinggal duduk manis dari unpad du",normal
"loopers, pakettelkomselflash rp.500 utk 600 mb tambahan 600 mb di 3g 11 gb 00 12 berlaku 30 hari tlh diaktifkan. paket otomatis diperpanjang pd akhir masa aktif jika kamu berlangganan paket ini",promo
